,timestamp,report_week,operability_icu,power_outage_equipment_failure_specify,power_generator_available,power_outage_mortatility,power_outage_deaths_count,mortality_hospital_failure_cardiovascular_count,mortality_hospital_failure_cardiovascular_cause,mortality_hospital_failure_trauma_count,mortality_hospital_failure_trauma_cause,strike_medical_staff_affected,strike_nurses_affected,operability_icu_p,strike_other_staff_affected,strike_patients_affected,strike_other_affected,staff_violence_affected_reasons,epidemiological_emergency_suspected_diseases,rrt_avail_high_flow_catheters,rrt_avail_blood_tests_hiv_hvb_hvc_vdr,rrt_avail_immediate_access_urea_reduction_bun,nCoV_face_mask_avail,nCoV_respiratory_isolation_protocol_avail,operability_er,nCoV_isolation_area_avail,operability_sx,operability_lab,operability_uls,operability_ct_mri,operability_xr,er_avail_adrenalin,er_avail_atropine,hospital_code,er_avail_dopamine,er_avail_cephalosporins_betalactams,er_avail_aminoglycosides_quinolone,er_avail_vancomycin_clindamycin,er_avail_lidocaine,er_avail_minor_opioids,er_avail_major_opioids,er_avail_iv_fluids,er_avail_diazepam_dph,er_avail_heparin,federal_entity,er_avail_steroids,er_avail_insulin,er_avail_asthma,er_avail_blood_pressure,er_avail_defibrillator,er_avail_ott_intubation,er_avail_catheter,er_avail_oxygen_suction,sx_avail_minor_opioids,sx_avail_major_opioids,hospital_type,sx_avail_anesthetic_gases,sx_avail_anesthetics_iv,sx_avail_relaxants,sx_avail_ott_intubation,sx_avail_patient_lingerie_kit,sx_avail_disposables_mask_gloves_gown,sx_avail_oxygen_suction,rrt_avail,rrt_operability,rrt_date_stopped_operability,administrative_entity,rrt_reason_stopped_operability,rrt_avg_daily_patients,rrt_peritoneal_count,rrt_peritoneal_reason_not_performed,rrt_num_hemodialysis,rrt_num_hemodialysis_acute,rrt_num_hemodialysis_chronic,rrt_num_hemodialysis_equipments,rrt_num_hemodialysis_equipments_operability,rrt_hemodialysis_avail_filter,arch_beds_count,rrt_hemodialysis_avail_lines,rrt_hemodialysis_avail_kit_hemodialysis,rrt_hemodialysis_avail_iron,rrt_hemodialysis_avail_b_complex,rrt_hemodialysis_avail_calcium,rrt_hemodialysis_avail_zemblar,rrt_reverse_osmosis_unit_operability,rrt_staff_nephrology,rrt_staff_md,rrt_staff_resident,op_beds_count,rrt_staff_nurse,rrt_staff_nurse_nephrologist,nutr_avail,nutr_operability,nutr_date_stopped_operability,nutr_reason_stopped_operability,nutr_num,nutr_daily_freq_meal,nutr_quality,nutr_freq_milk_formulas,op_beds_er_count,pneumonia_antibiotic_therapy_latency,mi_thrombolytic_treatment_latency,er_staff_residents_and_rural_day_on_call,er_staff_specialist_day_on_call,er_staff_mic_day_on_call,er_staff_nurse_day_on_call,er_staff_non_professional_nurse_day_on_call,er_staff_residents_and_rural_night_on_call,er_staff_specialist_night_on_call,er_staff_mic_night_on_call,op_pavilions_count,er_staff_nurse_night_on_call,er_staff_non_professional_nurse_night_on_call,wash_failure_icu,wash_failure_er,wahs_failure_sx,power_outage,power_outage_avg_failures_per_day,power_outage_days_count,power_outage_avg_duration,power_outage_equipment_failure
66,2020-01-24T22:31:11.753Z,4 del 2020,Todos los días,,Funciona todos los días,No,,,,,,,,Todos los días,,Protestas  sin suspensión de actividades,,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,Option 1,Sí,Todos los días,No,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 1 y 2 días,Entre 1 y 2 días,ANZ000,Entre 1 y 2 días,Entre 1 y 2 días,No hubo,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Anzoátegui,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Todos los días,Todos los días,No hubo,Todos los días,Entre 1 y 2 días,Entre 1 y 2 días,Tipo IV,Todos los días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,225,,,No,,,,,,,,60,1899-12-30T02:00:00.000Z,1899-12-30T00:30:00.000Z,21,18,8,24,12,21,18,8,3,12,6,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,3,Entre 3 y 5 días,1899-12-30T00:30:00.000Z,No
67,2019-07-12T19:12:58.521Z,28 del 2019,Todos los días,,Funciona todos los días,No,,,,,,Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,Todos los días,,Protestas  sin suspensión de actividades,,"Violencia contra personal de hospital por familiares, Violencia contra personal por fuerzas de seguridad, Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 1 y 2 días,Entre 3 y 5 días,ANZ000,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 1 y 2 días,No hubo,No hubo,Entre 1 y 2 días,No hubo,No hubo,Anzoátegui,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Tipo IV,Entre 1 y 2 días,Entre 3 y 5 días,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,235,,,No,,,,,,,,45,1899-12-30T05:00:00.000Z,1899-12-30T12:00:00.000Z,21,18,6,24,8,21,18,6,3,16,6,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,2,Entre 3 y 5 días,1899-12-30T02:00:00.000Z,No
68,2019-07-12T19:07:18.522Z,27 del 2019,Todos los días,,Funciona todos los días,No,,,,,,Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,Todos los días,Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 3 y 5 días,Entre 3 y 5 días,ANZ000,Entre 1 y 2 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,No hubo,Entre 1 y 2 días,No hubo,No hubo,Anzoátegui,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,Entre 1 y 2 días,Todos los días,Entre 1 y 2 días,Entre 3 y 5 días,Tipo IV,Entre 3 y 5 días,No hubo,No hubo,No hubo,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,235,,,No,,,,,,,,45,1899-12-30T02:00:00.000Z,1899-12-30T01:00:00.000Z,21,18,6,24,8,21,18,6,3,16,6,"< 3 días, sin soporte alterno (cisternas)","< 3 días, sin soporte alterno (cisternas)","< 3 días, sin soporte alterno (cisternas)",No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No
69,2019-10-14T22:32:52.374Z,33 del 2019,Todos los días,,Funciona todos los días,No,,0.0,,0.0,,Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,Todos los días,Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,,"Violencia contra personal por fuerzas de seguridad, Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 3 y 5 días,Entre 3 y 5 días,ANZ000,Entre 1 y 2 días,No hubo,No hubo,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,Todos los días,Entre 1 y 2 días,Entre 3 y 5 días,Entre 3 y 5 días,Anzoátegui,Entre 3 y 5 días,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Tipo IV,Entre 3 y 5 días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,223,,,No,,,,,,,,45,1899-12-30T03:00:00.000Z,1899-12-31T06:00:00.000Z,21,18,8,24,12,21,18,8,6,12,6,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No
70,2019-10-15T00:03:59.262Z,41 del 2019,Todos los días,,Funciona todos los días,No,,,,,,,Protestas  sin suspensión de actividades,Todos los días,,,,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 3 y 5 días,Entre 3 y 5 días,ANZ000,Entre 3 y 5 días,No hubo,No hubo,No hubo,Entre 3 y 5 días,Todos los días,No hubo,Entre 3 y 5 días,No hubo,No hubo,Anzoátegui,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Tipo IV,Todos los días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,220,,,No,,,,,,,,45,1899-12-30T06:00:00.000Z,1899-12-30T00:30:00.000Z,21,18,8,24,12,21,18,8,6,12,6,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No
71,2019-09-05T11:58:49.750Z,32 del 2019,Todos los días,,Funciona entre 3 y 5 días,No,0.0,0.0,,0.0,,,,Todos los días,,,,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 3 y 5 días,Entre 3 y 5 días,APU000,Entre 1 y 2 días,Entre 1 y 2 días,No hubo,Entre 1 y 2 días,Entre 3 y 5 días,Entre 1 y 2 días,No hubo,Entre 1 y 2 días,Entre 1 y 2 días,Entre 3 y 5 días,Apure,No hubo,Entre 1 y 2 días,No hubo,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 3 y 5 días,Entre 1 y 2 días,No hubo,Tipo IV,Todos los días,Todos los días,Todos los días,Todos los días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 3 y 5 días,Sí,No,Entre uno y  3 meses,"MPPS, INSALUD APURE","Falta de material quirúrgico, Falta de insumos médicos",,,,,,,,,,400,,,,,,,,,,,300,,,Sí,Sí,,,Entre 3 y 5 días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,30,1899-12-30T12:00:00.000Z,1899-12-30T05:00:00.000Z,5,15,3,8,4,5,5,3,2,5,3,"< 3 días, con soporte alterno","< 3 días, sin soporte alterno (cisternas)","3 a 5 días, con soporte alterno",Si,1,Menos de 3 días,1899-12-30T00:30:00.000Z,No
72,2019-08-05T14:13:07.075Z,22 del 2019,Entre 3 y 5 días,0,Funciona menos de 3 días,No,0.0,0.0,,0.0,,,,Todos los días,,,,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 3 y 5 días,Entre 3 y 5 días,APU000,Entre 3 y 5 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,No hubo,No hubo,Entre 1 y 2 días,Apure,No hubo,Entre 1 y 2 días,No hubo,No hubo,Todos los días,Entre 3 y 5 días,No hubo,Entre 3 y 5 días,Entre 1 y 2 días,No hubo,Tipo IV,Todos los días,Todos los días,Todos los días,Todos los días,Entre 3 y 5 días,Entre 1 y 2 días,Todos los días,Sí,No,Entre uno y  3 meses,"MPPS, INSALUD","Falta de material quirúrgico, Falta de insumos médicos",,,,,,,,,,300,,,,,,,,,,,250,,,Sí,Sí,,,Entre 3 y 5 días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,25,1900-01-02T00:00:00.000Z,1899-12-31T00:00:00.000Z,4,10,5,8,5,4,5,2,2,5,4,"3 a 5 días, con soporte alterno","3 a 5 días , sin soporte  alterno","3 a 5 días, con soporte alterno",Si,3,Menos de 3 días,1899-12-30T01:00:00.000Z,No
73,2019-07-18T02:02:59.971Z,28 del 2019,Todos los días,0,Funciona todos los días,No,0.0,0.0,,0.0,,,,Nunca ha existido,,,,,,,,,,,Todos los días,,Todos los días,Entre 3 y 5 días,Menos de 3 de días,Nunca ha existido,Menos de 3 de días,Entre 3 y 5 días,Entre 1 y 2 días,ARA001,Entre 3 y 5 días,Entre 1 y 2 días,Entre 3 y 5 días,Entre 1 y 2 días,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Entre 1 y 2 días,Entre 1 y 2 días,Aragua,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 3 y 5 días,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,Tipo IV,No hubo,Entre 3 y 5 días,Entre 1 y 2 días,Todos los días,Entre 1 y 2 días,Entre 3 y 5 días,Todos los días,No,,,Sanidad Militar,,,,,,,,,,,304,,,,,,,,,,,103,,,Sí,Sí,,,Entre 3 y 5 días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,24,1899-12-30T12:00:00.000Z,1899-12-30T08:00:00.000Z,21,9,0,7,8,12,8,0,3,5,9,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No
74,2019-11-10T02:15:23.244Z,44 del 2019,Todos los días,0,Funciona todos los días,No,0.0,0.0,,0.0,,,,Nunca ha existido,,,,,,,,,,,Todos los días,,Todos los días,Entre 3 y 5 días,Menos de 3 de días,Nunca ha existido,Menos de 3 de días,Entre 3 y 5 días,Entre 1 y 2 días,ARA001,Entre 1 y 2 días,No hubo,Entre 1 y 2 días,No hubo,Entre 3 y 5 días,Todos los días,No hubo,Entre 1 y 2 días,Entre 1 y 2 días,Todos los días,Aragua,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 3 y 5 días,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,Tipo IV,Entre 1 y 2 días,Entre 3 y 5 días,Entre 1 y 2 días,Todos los días,Entre 1 y 2 días,Entre 3 y 5 días,Todos los días,No,,,Sanidad Militar,,,,,,,,,,,304,,,,,,,,,,,103,,,Sí,Sí,,,Entre 3 y 5 días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas entre 3 y 5 días,24,1899-12-30T14:00:00.000Z,1899-12-30T07:00:00.000Z,10,8,0,6,7,11,7,0,2,5,7,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,1,Menos de 3 días,1899-12-30T04:00:00.000Z,No
75,2019-07-11T21:51:54.677Z,27 del 2019,Todos los días,0,Funciona todos los días,No,0.0,0.0,,0.0,,,,Nunca ha existido,,,,,,,,,,,Todos los días,,Todos los días,Menos de 3 de días,Menos de 3 de días,Nunca ha existido,Menos de 3 de días,Entre 3 y 5 días,Entre 3 y 5 días,ARA001,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Todos los días,Todos los días,No hubo,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Aragua,Entre 1 y 2 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,Tipo IV,No hubo,Entre 1 y 2 días,Entre 1 y 2 días,Todos los días,No hubo,Entre 3 y 5 días,Todos los días,No,,,Sanidad Militar,,,,,,,,,,,304,,,,,,,,,,,104,,,Sí,Sí,,,Entre 3 y 5 días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,24,1899-12-30T09:00:00.000Z,1899-12-30T07:00:00.000Z,21,9,0,7,8,12,8,0,3,5,9,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No
76,2019-08-27T20:59:43.038Z,34 del 2019,Todos los días,0,Funciona todos los días,No,0.0,0.0,,0.0,,,,Nunca ha existido,,,,,,,,,,,Todos los días,,Todos los días,Menos de 3 de días,Menos de 3 de días,Nunca ha existido,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,ARA001,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,Entre 3 y 5 días,Entre 1 y 2 días,Entre 3 y 5 días,Aragua,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 1 y 2 días,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Entre 3 y 5 días,No hubo,Tipo IV,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Todos los días,Entre 1 y 2 días,Entre 3 y 5 días,Todos los días,No,,,Sanidad Militar,,,,,,,,,,,304,,,,,,,,,,,103,,,Sí,Sí,,,Entre 3 y 5 días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,24,1899-12-30T11:00:00.000Z,1899-12-30T09:00:00.000Z,20,8,0,5,7,11,8,0,3,5,7,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,1,Menos de 3 días,1899-12-30T03:00:00.000Z,No
77,2019-12-08T04:52:36.123Z,48 del 2019,Todos los días,0,Funciona todos los días,No,0.0,0.0,,0.0,,,,Nunca ha existido,,,,,,,,,,,Todos los días,,Todos los días,Entre 3 y 5 días,Menos de 3 de días,Nunca ha existido,Menos de 3 de días,Entre 3 y 5 días,Entre 1 y 2 días,ARA001,Entre 1 y 2 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Aragua,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 1 y 2 días,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Entre 3 y 5 días,No hubo,Tipo IV,Entre 1 y 2 días,Entre 3 y 5 días,Entre 3 y 5 días,Todos los días,Entre 1 y 2 días,Entre 3 y 5 días,Todos los días,No,,,Sanidad Militar,,,,,,,,,,,304,,,,,,,,,,,103,,,Sí,Sí,,,Entre 3 y 5 días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas entre 3 y 5 días,24,1899-12-30T07:00:00.000Z,1899-12-30T08:00:00.000Z,20,8,0,6,7,12,8,0,3,5,8,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,2,Menos de 3 días,1899-12-30T02:00:00.000Z,No
78,2019-11-01T01:36:25.638Z,43 del 2019,Todos los días,0,Funciona todos los días,No,0.0,0.0,,0.0,,,,Nunca ha existido,,,,,,,,,,,Todos los días,,Todos los días,Entre 3 y 5 días,Menos de 3 de días,Nunca ha existido,Menos de 3 de días,Entre 3 y 5 días,Entre 1 y 2 días,ARA001,Entre 1 y 2 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 3 y 5 días,Todos los días,No hubo,Entre 3 y 5 días,Entre 1 y 2 días,Entre 3 y 5 días,Aragua,Entre 1 y 2 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 3 y 5 días,Todos los días,Entre 3 y 5 días,Entre 1 y 2 días,Todos los días,Todos los días,No hubo,Tipo IV,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 3 y 5 días,Todos los días,No,,,Sanidad Militar,,,,,,,,,,,304,,,,,,,,,,,103,,,Sí,Sí,,,Entre 3 y 5 días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas entre 3 y 5 días,24,1899-12-30T12:00:00.000Z,1899-12-30T05:00:00.000Z,20,8,0,6,7,11,8,0,3,5,8,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,1,Menos de 3 días,1899-12-30T03:00:00.000Z,No
79,2020-01-06T01:45:09.141Z,51 del 2019,Todos los días,0,Funciona todos los días,No,0.0,0.0,,0.0,,,,Nunca ha existido,,,,,,,,,,,Todos los días,,Todos los días,Entre 3 y 5 días,Menos de 3 de días,Nunca ha existido,Menos de 3 de días,Entre 3 y 5 días,Entre 1 y 2 días,ARA001,Entre 1 y 2 días,Entre 1 y 2 días,Entre 3 y 5 días,Entre 1 y 2 días,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Aragua,Entre 1 y 2 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 3 y 5 días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Tipo IV,Entre 1 y 2 días,Entre 3 y 5 días,Entre 1 y 2 días,Todos los días,Entre 1 y 2 días,Entre 3 y 5 días,Todos los días,No,,,Sanidad Militar,,,,,,,,,,,304,,,,,,,,,,,103,,,Sí,Sí,,,Entre 3 y 5 días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas entre 3 y 5 días,24,1899-12-30T13:00:00.000Z,1899-12-30T09:00:00.000Z,20,8,0,6,7,12,8,0,3,5,8,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No
80,2020-01-20T01:05:47.274Z,3 del 2020,Todos los días,0,Funciona todos los días,No,0.0,0.0,,0.0,,,,Nunca ha existido,,,,,,,,,,,Todos los días,,Todos los días,Menos de 3 de días,Menos de 3 de días,Nunca ha existido,Menos de 3 de días,Entre 3 y 5 días,Entre 1 y 2 días,ARA001,Entre 1 y 2 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Aragua,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,Tipo IV,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Todos los días,No hubo,Entre 3 y 5 días,Todos los días,No,,,Sanidad Militar,,,,,,,,,,,304,,,,,,,,,,,103,,,Sí,Sí,,,Entre 3 y 5 días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas entre 3 y 5 días,24,1899-12-30T05:00:00.000Z,1899-12-30T09:00:00.000Z,19,8,0,5,6,11,7,0,3,5,7,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No
81,2019-09-21T11:25:34.289Z,37 del 2019,Todos los días,0,Funciona todos los días,No,0.0,0.0,,0.0,,,,Nunca ha existido,,,,,,,,,,,Todos los días,,Todos los días,Entre 3 y 5 días,Menos de 3 de días,Nunca ha existido,Menos de 3 de días,Entre 3 y 5 días,Entre 1 y 2 días,ARA001,Entre 1 y 2 días,Entre 1 y 2 días,Entre 3 y 5 días,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Entre 1 y 2 días,Entre 3 y 5 días,Aragua,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,Tipo IV,Entre 3 y 5 días,Entre 1 y 2 días,Entre 1 y 2 días,Todos los días,Entre 1 y 2 días,Entre 3 y 5 días,Todos los días,No,,,Sanidad Militar,,,,,,,,,,,304,,,,,,,,,,,103,,,Sí,Sí,,,Entre 3 y 5 días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas entre 3 y 5 días,24,1899-12-30T08:00:00.000Z,1899-12-30T07:00:00.000Z,20,8,0,7,8,12,8,0,3,5,8,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No
82,2019-12-08T05:04:34.637Z,49 del 2019,Todos los días,0,Funciona todos los días,No,0.0,0.0,,,,,,Nunca ha existido,,,,,,,,,,,Todos los días,,Todos los días,Menos de 3 de días,Menos de 3 de días,Nunca ha existido,Menos de 3 de días,Entre 3 y 5 días,Entre 1 y 2 días,ARA001,Entre 3 y 5 días,Entre 1 y 2 días,Entre 3 y 5 días,Entre 1 y 2 días,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Entre 1 y 2 días,Entre 3 y 5 días,Aragua,Entre 3 y 5 días,Entre 1 y 2 días,Entre 3 y 5 días,Entre 3 y 5 días,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,Tipo IV,Entre 1 y 2 días,Entre 3 y 5 días,Entre 1 y 2 días,Todos los días,No hubo,Entre 3 y 5 días,Todos los días,No,,,Sanidad Militar,,,,,,,,,,,304,,,,,,,,,,,103,,,Sí,Sí,,,Entre 3 y 5 días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo formulas lácteas menos de 3 días,24,1899-12-30T11:00:00.000Z,1899-12-30T08:00:00.000Z,20,8,0,6,7,12,8,0,3,5,8,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,1,Entre 3 y 5 días,1899-12-30T01:00:00.000Z,No
83,2019-09-08T14:46:38.156Z,35 del 2019,Todos los días,0,Funciona todos los días,No,0.0,0.0,,0.0,,,,Nunca ha existido,,,,,,,,,,,Todos los días,,Todos los días,Entre 3 y 5 días,Menos de 3 de días,Nunca ha existido,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,ARA001,Entre 3 y 5 días,Entre 1 y 2 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 3 y 5 días,Todos los días,No hubo,Entre 3 y 5 días,Entre 1 y 2 días,Entre 3 y 5 días,Aragua,Entre 1 y 2 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 1 y 2 días,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,Tipo IV,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Todos los días,Entre 1 y 2 días,Entre 3 y 5 días,Todos los días,No,,,Sanidad Militar,,,,,,,,,,,304,,,,,,,,,,,104,,,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas entre 3 y 5 días,25,1899-12-30T10:00:00.000Z,1899-12-30T08:00:00.000Z,20,8,0,6,6,12,8,0,3,5,8,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No
